23Na,24Mg,27Al,28Si,39K,44Ca,48Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,63Cu,66Zn,75As,88Sr,90Zr,93Nb,98Mo,111Cd,120Sn,121Sb,138Ba,139La,140Ce,184W,205Tl,208Pb
,,,,,,,,,,0.1152988664383362,,,,0.8847011335616638,,,,,,,,,,,,,,
,,,,,,,,,0.4290019991227789,0.0658272568883751,,,,0.4289886163342242,,,,,,,,,,,,,,0.0761821276546217
,0.1517136252004574,,,,,,,,0.37320120014875,0.4012923841464779,,,,0.0679340051755758,,,,,,,,,,,,,,0.0058587853287388
,,,,,,,,,,0.0803647767278861,,,,0.7902911939551371,,,,,,,,,,,,,,0.1293440293169766
,0.1102572606518597,,,,,,,,0.3457707115335436,0.1538499711482519,,,,0.3901220566663447,,,,,,,,,,,,,,
,0.0993565388884105,,,,,,,0.0107674526838534,0.3512953925332996,0.1884537898668751,,,0.003310349198747,0.3468164768288143,,,,,,,,,,,,,,
,,,,,,,,,,0.2592199306961514,,,,0.7407800693038485,,,,,,,,,,,,,,
,,,,,,,,,,0.1112550862773863,,,,0.8887449137226137,,,,,,,,,,,,,,
,,,,,,,,,,0.1748375296276348,,,,0.8251624703723651,,,,,,,,,,,,,,
,,,,,,,,,,0.0150573083060307,,,,0.9849426916939692,,,,,,,,,,,,,,
,,,,,,,,,0.3209226255751737,0.2431290138184019,,,,0.4359483606064244,,,,,,,,,,,,,,
,0.0869543671148225,,,,,,,,0.5770103537982089,0.0502383508623152,,,,0.2857969282246534,,,,,,,,,,,,,,
,0.0931082529155674,,,,,,,0.0138870871489252,0.3125022796067325,0.1508424315977835,,,,0.4296599487309912,,,,,,,,,,,,,,
,,,,,,,,,,0.2682064049321186,,,,0.7317935950678814,,,,,,,,,,,,,,
,,,,,,,,,0.5460151916944049,0.0413419277902497,,,,0.3736342108811281,,,,,,,,,,,,,,0.0390086696342171
,0.0961882869242543,,,,,,,0.0125685534600953,0.2120123992264455,0.6384829035613179,,,,0.0392982819595027,,,,,,,,,,,,,,0.0014495748683841
,,,,,,,,,0.7990322770087152,0.0152866165855187,,,,0.1697394797111648,,,,,,,,,,,,,,0.0159416266946012
,,,,,,,,,,0.3289871849241086,,,,0.6710128150758913,,,,,,,,,,,,,,
,,,,,,,,,,0.2661257112207069,,,,0.7338742887792931,,,,,,,,,,,,,,
,,,,,,,,,0.46678316048314,0.2151219942501995,,,,0.3180948452666605,,,,,,,,,,,,,,
,,,,,,,,,,0.2680143933356031,,,,0.7319856066643968,,,,,,,,,,,,,,
,,,,,,,,,0.5911581004632264,0.0299484311238467,,,,0.3788934684129268,,,,,,,,,,,,,,
,0.1638053250643209,,,,,,,,0.2876775144497112,0.1761334111792843,,,,0.3723837493066835,,,,,,,,,,,,,,
,,,,,,,,,0.7087829859469696,0.064648648488551,,,,0.1986073067060859,,,,,,,,,,,,,,0.0279610588583932
